filename,geom_number,geom_max_strength,geom_energy_eV,geom_energy_nm,mode_num,modal_frequency_cm,m_displacement,m_frequency_rad,m_mass
Geometry-100-.log,100,1.3178956287,2.7266,454.77884544854396,2,8.6795,7.3027,133535506688892.78,3.821066384944e-27
Geometry-131-.log,131,1.4539865341,3.0344,408.64750856841545,3,9.7237,3.3353,165120915226809.75,2.312134559296e-27
Geometry-133-.log,133,1.1871508089,3.0819,402.34920016872707,4,11.7471,6.6226,165180984875291.22,2.310141912448e-27
Geometry-138-.log,138,1.1610554354,3.1713,391.00684261974584,2,8.6795,-6.3222,174812811126536.97,5.6076403380799996e-27
Geometry-136-.log,136,1.3395459687,3.1211,397.2958251898369,2,8.6795,4.6442,171766682830979.12,5.5207941462880004e-27
Geometry-137-.log,137,1.8271909829,3.1064,399.1758949266032,4,11.7471,4.4654,174784236132260.9,5.5536728192799996e-27
Geometry-132-.log,132,1.2186526607,3.1291,396.28008053433894,2,8.6795,3.4837,165127244296075.9,2.310141912448e-27
Geometry-1-.log,1,1.691957794,2.8816,430.3164908384231,1,7.3072,-7.5275,1376421873263.925,9.713157060576001e-27
Geometry-2-.log,2,0.809620089,3.0209,410.473699890761,1,7.3072,-3.8336,1634915377845.7192,9.704522257567999e-27
Geometry-59-.log,59,1.2251883113,3.167,391.5377328702242,1,7.3072,7.456,81514569498914.47,5.653471215583999e-27
Geometry-3-.log,3,1.7172565554,2.8874,429.4521022373069,4,11.7471,-4.8061,1831606274504.1091,1.1095057649664001e-26
Geometry-49-.log,49,1.3975559642,3.2283,384.10308831273426,1,7.3072,3.0359,64928904429665.98,1.0600050961840001e-26
Geometry-4-.log,4,1.0042728277,3.128,396.4194373401534,10,49.8773,-1.5427,2212744332633.383,9.878048587248e-27
Geometry-69-.log,69,1.6328226191,2.785,445.2423698384201,1,7.3072,-10.3648,94541640027203.08,6.115931338224e-27
Geometry-5-.log,5,0.7237341761,2.5619,484.01576954604,4,11.7471,8.6008,3340731400684.9434,1.1185723081248001e-26
Geometry-50-.log,50,1.4140251547,3.0295,409.30846674368706,4,11.7471,4.2953,68357300974293.48,1.0170303458287999e-26
Geometry-6-.log,6,1.3505503233,3.0632,404.8054322277357,5,17.7354,-4.4714,3434800959956.348,1.1195520261584001e-26
Geometry-60-.log,60,1.1847873035,3.3094,374.6902761829939,5,17.7354,-4.1936,81521143442884.38,5.6469951133279996e-27
Geometry-7-.log,7,1.6532455874,3.0938,400.80160320641284,3,9.7237,11.7555,5302121268176.633,1.0480658204864e-26
Geometry-51-.log,51,0.8970548737,3.1134,398.2784094559003,1,7.3072,8.2751,68396970676301.0,1.0171299781711999e-26
Geometry-8-.log,8,1.236268236,3.0575,405.56009811937855,3,9.7237,3.4607,5410092176014.776,1.0566342019327999e-26
Geometry-79-.log,79,1.6595476211,3.2108,386.1965865204933,4,11.7471,-6.5168,109001246408945.72,8.311828164719998e-27
Geometry-9-.log,9,0.8131686219,3.2105,386.23267403831176,4,11.7471,4.6228,8686289674003.719,9.990965241968e-27
Geometry-52-.log,52,1.2763710869,3.1625,392.09486166007906,1,7.3072,-3.9271,76580325381833.25,9.861775304656e-27
Geometry-10-.log,10,0.8698661093,2.7694,447.75041525240124,1,7.3072,-6.6831,9395145431813.389,9.789873964224001e-27
Geometry-61-.log,61,0.6147391533,3.2836,377.63430381288833,2,8.6795,-6.4405,81862404597333.72,9.471050468544001e-27
Geometry-11-.log,11,1.039198151,3.01,411.96013289036546,2,8.6795,3.6949,11133040040843.88,9.100252100912001e-27
Geometry-53-.log,53,1.3156158072,2.8153,440.4503960501545,2,8.6795,6.2715,78455104950260.08,1.0232739726192001e-26
Geometry-12-.log,12,1.2968998156,3.2849,377.4848549423118,3,9.7237,3.2378,11215054230084.508,9.376731851072e-27
Geometry-70-.log,70,1.5548532746,2.9102,426.08755411999175,2,8.6795,6.9977,95242414919788.98,6.030081469856e-27
Geometry-13-.log,13,1.6992962496,3.2114,386.1244317120259,2,8.6795,-3.5302,11986541402507.195,7.01411690496e-27
Geometry-54-.log,54,1.2431316367,3.1573,392.7406328191809,5,17.7354,4.0693,78465276668723.55,1.0227592055168e-26
Geometry-14-.log,14,1.2598734853,3.1138,398.2272464512814,1,7.3072,3.4958,12084905687352.064,7.462462445759997e-27
Geometry-62-.log,62,1.3675442304,3.1353,395.49644372149396,1,7.3072,5.6249,84759121650572.62,8.319964806015999e-27
Geometry-15-.log,15,0.7307938268,3.3085,374.7922019041862,2,8.6795,-4.8387,12173098253733.465,7.460303745008001e-27
Geometry-55-.log,55,1.4515596868,3.0125,411.61825726141075,3,9.7237,-5.7865,78869828515834.47,5.1035006855360004e-27
Geometry-16-.log,16,1.0690272501,2.7356,453.28264366135403,2,8.6795,6.3341,12744372101066.89,8.315813458416e-27
Geometry-89-.log,89,1.0460403234,2.8069,441.76849905589796,2,8.6795,-4.8825,116418143291740.0,1.2404890844415997e-26
Geometry-17-.log,17,0.5456760457,3.011,411.82331451345067,1,7.3072,9.4278,12873910819350.725,8.668179842704001e-27
Geometry-56-.log,56,1.4962095082,2.9702,417.48030435660894,1,7.3072,-6.0345,78919180186897.97,5.108814410464e-27
Geometry-18-.log,18,1.2855081823,3.1713,391.00684261974584,4,11.7471,-2.7985,14240273993245.22,1.0137258731392001e-26
Geometry-63-.log,63,1.4433541913,2.9717,417.26957633677694,2,8.6795,-4.1736,84760176495450.31,8.337234412032e-27
Geometry-19-.log,19,1.1348575658,3.0363,408.3917926423607,3,9.7237,2.6309,17726084237644.29,8.731944541840001e-27
Geometry-57-.log,57,1.4527488823,2.8325,437.7758164165931,1,7.3072,-4.5552,78936434435254.52,5.1063236019039985e-27
Geometry-20-.log,20,1.9493420123,2.9596,418.9755372347615,1,7.3072,-5.0403,18332921426568.508,1.0424199877503999e-26
Geometry-71-.log,71,1.5188484753,2.8534,434.56928576435126,2,8.6795,8.7757,99105087333259.52,1.1991084515647997e-26
Geometry-21-.log,21,1.3513456348,3.1184,397.6398152898923,4,11.7471,-6.0302,18364510263352.28,1.0374051598496e-26
Geometry-58-.log,58,1.0866536949,3.2476,381.82042123414215,7,28.1481,-1.8608,81360637492833.98,6.621731529807999e-27
Geometry-22-.log,22,0.824270133,3.1391,395.0176802268166,3,9.7237,-7.9172,23935164898964.46,9.696053508463999e-27
Geometry-80-.log,80,1.2804885699,3.1776,390.23162134944613,2,8.6795,3.7474,110439075323303.92,1.0508223152928e-26
Geometry-23-.log,23,1.0258791929,2.8399,436.6350927849572,4,11.7471,-3.998,23966923264389.29,9.709835982496e-27
Geometry-64-.log,64,1.5340923349,3.2179,385.3444793188104,2,8.6795,4.9041,85333013773584.61,5.7926243871359985e-27
Geometry-24-.log,24,0.6440286201,3.0659,404.4489383215369,1,7.3072,10.1236,24407697731139.56,8.352179263391999e-27
Geometry-72-.log,72,1.6983878669,3.0552,405.8654097931395,1,7.3072,-2.9016,99112678449075.78,1.2000383534272001e-26
Geometry-25-.log,25,1.304234693,2.8804,430.495764477156,2,8.6795,5.4201,24442808996354.2,8.350518724352e-27
Geometry-65-.log,65,0.9158273516,2.802,442.5410421127766,2,8.6795,-5.7024,86632318951682.9,6.2316709093120006e-27
Geometry-26-.log,26,1.205149045,2.8466,435.6073912738003,4,11.7471,6.317,24529306276325.023,7.832762651679999e-27
Geometry-129-.log,129,1.7182604933,3.0665,404.36980270666885,6,18.2348,-2.6798,162235368227364.97,2.098423184848e-27
Geometry-27-.log,27,1.4242974047,3.1198,397.4613757292134,4,11.7471,-2.181,26416838165862.53,1.0814426551904001e-26
Geometry-66-.log,66,1.460321937,2.9467,420.8097193470662,2,8.6795,-7.9894,86653528868330.8,6.238977281088e-27
Geometry-28-.log,28,1.2725274734,2.7011,459.0722298322906,3,9.7237,8.568,31692305764361.742,1.5873258737264e-26
Geometry-73-.log,73,1.2753273264,3.3114,374.4639729419581,5,17.7354,-5.5998,103044480875066.58,1.0054895995007999e-26
Geometry-29-.log,29,1.5007621231,3.1068,399.12450109437367,2,8.6795,6.9093,33031261807951.89,8.562071398047999e-27
Geometry-67-.log,67,0.8191183059,3.1935,388.28871144512294,2,8.6795,4.5425,87483371566308.72,8.451479497984e-27
Geometry-30-.log,30,0.9101875045,2.9687,417.69124532623704,1,7.3072,9.2216,33058141515817.395,8.554931080176e-27
Geometry-81-.log,81,1.8090174956,3.1121,398.4447800520549,1,7.3072,-6.5125,110445442065601.44,1.0511710284912e-26
Geometry-31-.log,31,1.4482858912,3.1214,397.25764080220415,4,11.7471,-4.195,35878589517095.96,1.0691878770752e-26
Geometry-68-.log,68,1.3079136966,3.0979,400.27115142515896,3,9.7237,-8.5105,94516229567560.08,6.1136065835680006e-27
Geometry-32-.log,32,1.7840991267,2.8222,439.3735383743179,3,9.7237,-5.6624,36760383325300.25,1.1821709533568001e-26
Geometry-90-.log,90,1.4258860817,2.9714,417.3117049202396,3,9.7237,3.8046,118480760594458.88,1.8259785445552e-26
Geometry-33-.log,33,1.3326955325,2.9415,421.5536291007989,1,7.3072,5.9561,36771591052125.74,1.1813738946176001e-26
Geometry-74-.log,74,1.342578458,3.2587,380.51983919968086,4,11.7471,4.6708,105616512907648.48,9.33970183048e-27
Geometry-34-.log,34,0.9259764157,3.2997,375.7917386429069,2,8.6795,-7.9967,37170812165301.18,8.526203754784e-27
Geometry-82-.log,82,1.7652771138,2.9507,420.2392652590911,1,7.3072,-3.2652,113982977382038.8,1.3170067234047998e-26
Geometry-35-.log,35,1.7989997138,2.8736,431.51447661469933,2,8.6795,6.9284,44933660494947.41,9.969876396159999e-27
Geometry-75-.log,75,1.4570568842,2.9956,413.94044598744824,3,9.7237,3.0577,107828597962233.28,8.164206244064001e-27
Geometry-36-.log,36,1.1217208969,2.9025,427.21791559000866,2,8.6795,5.2618,44973028812704.16,9.968381911023999e-27
Geometry-37-.log,37,1.2746456765,3.3687,368.0945171727966,1,7.3072,4.854,47708787839516.52,8.390039553504001e-27
Geometry-76-.log,76,1.0084735224,3.0163,411.0996916752312,2,8.6795,-2.1608,107837790181881.72,8.165866783104e-27
Geometry-38-.log,38,1.619723437,3.1452,394.2515579295434,3,9.7237,-5.0984,48284770815768.22,9.270623406416001e-27
Geometry-83-.log,83,1.2273945658,2.9694,417.5927796861319,4,11.7471,-3.1688,113988195096880.23,1.3156616867823998e-26
Geometry-39-.log,39,1.6077928515,3.2044,386.96791911122205,4,11.7471,3.8977,48343597254215.27,9.273114214975997e-27
Geometry-77-.log,77,1.3448188377,2.6209,473.11992063794884,1,7.3072,6.7628,108558720146237.86,6.915480885984e-27
Geometry-40-.log,40,1.7831766569,2.8056,441.9731964642144,2,8.6795,4.918,52601214891803.48,8.238764446959999e-27
Geometry-91-.log,91,1.3182421795,3.1831,389.55734975338504,2,8.6795,6.9468,120612865803495.78,9.733083529056e-27
Geometry-41-.log,41,1.0745722034,3.2617,380.1698500781801,1,7.3072,-2.9985,53906623100979.86,8.640282786831999e-27
Geometry-78-.log,78,1.6629660382,3.3377,371.5133175540043,1,7.3072,-2.8893,108990942834872.56,8.314983188895999e-27
Geometry-42-.log,42,0.9828152555,3.3552,369.57558416785884,2,8.6795,-4.8935,53920072373170.445,8.636629600944e-27
Geometry-99-.log,99,1.346706797,3.1811,389.8022696551508,1,7.3072,6.3857,127864943174150.52,1.1929644571167998e-26
Geometry-43-.log,43,1.2006602957,2.8679,432.37211897207015,2,8.6795,7.634,58958181037673.06,1.0797821161504e-26
Geometry-84-.log,84,1.2250144669,3.2004,387.45156855393077,3,9.7237,-3.9303,115252859922655.72,1.1225077856495999e-26
Geometry-44-.log,44,0.8190025015,3.1702,391.1425146678443,3,9.7237,-7.3711,58970650811048.66,1.0672450463984001e-26
Geometry-45-.log,45,1.484214683,3.0015,413.12676994835914,4,11.7471,2.786,58980879039059.13,1.0685568722399999e-26
Geometry-85-.log,85,1.2182022817,3.2237,384.65117721872383,1,7.3072,4.2872,115799439097941.77,1.0445454777215999e-26
Geometry-46-.log,46,1.060799259,3.0651,404.5545006688199,1,7.3072,3.2051,61080321729918.89,1.7214476119872002e-26
Geometry-92-.log,92,1.3902580657,3.0363,408.3917926423607,1,7.3072,-8.715,121049609255892.0,1.195837189656e-26
Geometry-47-.log,47,1.4039538529,3.1287,396.330744398632,8,28.7213,-1.8332,62651946415103.03,1.1539750004576e-26
Geometry-86-.log,86,1.4789047852,2.8086,441.5011037527594,2,8.6795,4.001,115818595834381.3,1.0435325489072001e-26
Geometry-48-.log,48,1.4294157452,3.1301,396.1534775246797,1,7.3072,5.7241,64892625300479.6,1.0605530740672001e-26
Geometry-87-.log,87,0.7053430882,3.0802,402.5712616063892,4,11.7471,-4.1141,115861769128304.0,1.1079780690495998e-26
Geometry-149-.log,149,1.1611300706,2.9459,420.9239960623239,3,9.7237,4.9246,179581632962977.1,5.446734105104e-27
Geometry-88-.log,88,1.3711081616,3.0891,401.41141432779773,1,7.3072,3.587,116404015904985.2,1.2406219275647999e-26
Geometry-93-.log,93,1.1599269713,3.1452,394.2515579295434,1,7.3072,-5.9561,121151533642199.1,1.0102885573264e-26
Geometry-94-.log,94,1.369492407,3.4057,364.09548697771385,1,7.3072,-3.3288,121166508672159.2,1.0104047950592e-26
Geometry-95-.log,95,1.5420971315,3.0126,411.60459403837217,2,8.6795,6.5757,122363456224089.94,1.1279377483104001e-26
Geometry-150-.log,150,1.8713397197,2.9639,418.3676912176524,1,7.3072,-4.8333,179605950904711.06,5.271215128576e-27
Geometry-96-.log,96,1.4723433561,3.1642,391.8842045382719,1,7.3072,-4.6992,122375812978371.48,1.1274727973791998e-26
Geometry-97-.log,97,1.9708381396,3.1595,392.4671625257161,3,9.7237,3.2838,123758017661947.05,7.976565332544001e-27
Geometry-151-.log,151,1.2186581587,3.1869,389.0928488499796,1,7.3072,3.8476,182052136176081.03,9.242892404448001e-27
Geometry-98-.log,98,1.5378043865,3.0315,409.03842982022104,1,7.3072,-2.3345,127858199701539.58,1.1927153762607998e-26
Geometry-101-.log,101,0.84849166,3.1752,390.5265810027715,3,9.7237,3.7585,133588474970965.48,3.86988623272e-27
Geometry-102-.log,102,0.9595662232,3.2162,385.5481624277097,4,11.7471,-3.7418,133744309465128.95,3.5075566141919994e-27
Geometry-103-.log,103,1.4736342363,3.1063,399.1887454527895,3,9.7237,4.7032,134780412009727.2,8.410796291504001e-27
Geometry-104-.log,104,1.227325017,3.0546,405.94513193216784,1,7.3072,-3.6909,134812019683026.64,8.336902304223999e-27
Geometry-105-.log,105,1.457125374,2.7764,446.6215242760409,1,7.3072,3.3073,136406511898237.9,1.1057529467359997e-26
Geometry-106-.log,106,1.5843361469,3.3626,368.762267293166,3,9.7237,5.1061,137514551096191.69,1.124267957032e-26
Geometry-107-.log,107,1.4318850759,3.1827,389.60630910861846,4,11.7471,-1.4685,137980265109693.12,9.479353163744001e-27
Geometry-108-.log,108,1.4023966858,3.0319,408.98446518684653,3,9.7237,-2.3431,137990926577564.08,9.480017379359997e-27
Geometry-109-.log,109,1.6816987866,3.0267,409.6871179832821,2,8.6795,3.4453,139493458923259.31,1.6746868326208e-26
Geometry-199-.log,199,1.3438422216,3.1483,393.86335482641425,1,7.3072,5.4078,227260979328496.6,3.014044411504e-27
Geometry-110-.log,110,0.2947083742,3.0189,410.74563582761937,1,7.3072,7.3571,140620070925666.77,6.340934378144e-27
Geometry-111-.log,111,0.8005720462,3.1806,389.8635477582846,3,9.7237,-4.9249,140631485854164.64,6.3816175846240005e-27
Geometry-299-.log,299,1.6667243461,3.0786,402.78048463587345,2,8.6795,-3.3354,612163326749879.9,1.8179581409920003e-27
Geometry-112-.log,112,1.5507435965,3.1292,396.26741659210023,1,7.3072,-5.1136,140707170974139.12,6.788781757232e-27
Geometry-113-.log,113,1.7527973771,2.8323,437.8067295131165,3,9.7237,9.2357,143121466024474.53,3.1289537130720003e-27
Geometry-114-.log,114,0.9784847557,2.9005,427.5124978451991,2,8.6795,-6.4842,143160344592823.8,3.1420719714880003e-27
Geometry-200-.log,200,1.3460344978,3.1597,392.4423204734627,2,8.6795,-5.9196,227278177067306.16,3.008564632672e-27
Geometry-115-.log,115,0.9998876161,2.9904,414.66024612092025,3,9.7237,-3.2398,143194382176645.06,3.1498765049760003e-27
Geometry-116-.log,116,1.5538883675,3.0593,405.3214787696532,2,8.6795,-7.0763,146280801779227.66,2.9550952755840003e-27
Geometry-117-.log,117,0.8801200468,3.1506,393.5758268266362,4,11.7471,-3.982,146330153450291.12,2.949781550656e-27
Geometry-201-.log,201,0.0887209247,3.0965,400.4521233650896,1,7.3072,6.9252,227577753012570.9,3.041609359568e-27
Geometry-118-.log,118,1.3226310308,3.0677,404.2116243439711,2,8.6795,6.2753,146404859071450.6,3.0548936718879998e-27
Geometry-398-.log,398,1.6821646839,3.0976,400.3099173553719,2,8.6795,3.1961,nan,nan
Geometry-498-.log,498,1.0324053017,3.2471,381.879215299806,5,17.7354,2.6803,nan,nan
Geometry-120-.log,120,1.4094594348,3.1261,396.6603755478072,6,18.2348,-2.8054,146600984872638.8,3.846804740064e-27
Geometry-300-.log,300,1.4012365474,2.642,469.3414080242241,1,7.3072,7.1213,612173215920608.4,1.816795763664e-27
Geometry-121-.log,121,1.5474401637,3.0728,403.540744597761,1,7.3072,5.8354,146616223613818.34,3.9912716365440004e-27
Geometry-198-.log,198,1.7982398273,3.0882,401.5283984197915,3,9.7237,3.9207,223877149979951.6,2.010414615728e-27
Geometry-122-.log,122,1.7222545351,2.9442,421.1670402825895,4,11.7471,3.7276,149063708604769.75,1.1951231578687999e-26
Geometry-202-.log,202,0.8141408307,3.3125,374.33962264150944,4,11.7471,-3.181,232364055135555.7,1.0044932760768e-26
Geometry-123-.log,123,1.3044061897,3.0601,405.2155158328159,3,9.7237,-5.0514,152991084449577.34,1.0990775797952001e-26
Geometry-399-.log,399,1.4621953433,3.0941,400.76274199282506,1,7.3072,2.4265,nan,nan
Geometry-203-.log,203,1.2700919803,3.226,384.37693738375697,1,7.3072,-5.7072,232387921000913.56,1.0050744647407997e-26
Geometry-125-.log,125,0.794634081,2.5482,486.61800486618006,4,11.7471,8.0346,158616120105937.75,2.43933184976e-27
Geometry-298-.log,298,1.0912585603,3.0924,400.9830552321821,3,9.7237,2.5378,612160802656779.8,1.817626033184e-27
Geometry-119-.log,119,1.110797603,3.3032,375.39355776217,4,11.7471,3.8927,146582675779404.56,4.077287558816e-27
Geometry-204-.log,204,0.956971356,2.9202,424.6284501061571,3,9.7237,-5.9631,237638223014473.47,3.079137541872e-27
Geometry-124-.log,124,1.465869532,3.284,377.58830694275275,4,11.7471,-4.3946,153005400201488.9,1.0974336461456001e-26
Geometry-301-.log,301,1.3926857637,2.9367,422.2426533183505,3,9.7237,7.5756,612947076494005.8,1.821445272976e-27
Geometry-205-.log,205,1.4917664273,2.8801,430.54060622895037,3,9.7237,-7.1819,238480836870077.72,3.5118740156960004e-27
Geometry-127-.log,127,0.8942235089,2.965,418.212478920742,1,7.3072,-3.982,158714032314406.47,2.4590922643360003e-27
Geometry-206-.log,206,1.2416967526,3.1315,395.9763691521635,6,18.2348,-2.6348,238487636852235.72,3.5098813688480004e-27
Geometry-302-.log,302,0.8287017818,3.2014,387.33054288748673,1,7.3072,5.3277,612969981697064.2,1.821445272976e-27
Geometry-207-.log,207,1.5286573135,3.027,409.6465147010241,4,11.7471,-2.7438,240515896350366.88,4.2405185464480005e-27
Geometry-400-.log,400,0.8175696503,3.1612,392.2561052764773,2,8.6795,-4.1895,nan,nan
Geometry-134-.log,134,1.2187696798,3.272,378.97310513447434,2,8.6795,-4.0497,171062686894213.12,7.127697775296001e-27
Geometry-208-.log,208,1.2295224921,3.0063,412.467152313475,1,7.3072,-6.3567,240636110993392.53,4.06666010896e-27
Geometry-135-.log,135,1.4960162742,3.0872,401.6584607411246,2,8.6795,4.984,171081862467168.3,7.185650587792001e-27
Geometry-303-.log,303,0.8760275612,2.9555,419.5567585856877,2,8.6795,-9.4839,612975557305703.6,1.821445272976e-27
Geometry-209-.log,209,0.9640829285,3.4012,364.57720804421973,6,18.2348,2.0269,240649428409973.4,4.0578592520480005e-27
Geometry-499-.log,499,1.3225712114,3.235,383.3075734157651,6,18.2348,-3.3116,nan,nan
Geometry-210-.log,210,1.5944018998,2.8063,441.86295121690483,1,7.3072,-8.7572,244810546577768.4,4.3215528516e-27
Geometry-139-.log,139,1.6353745693,3.1537,393.1889526587817,3,9.7237,5.1469,176433975847941.34,2.457265671392e-27
Geometry-304-.log,304,1.1011973774,3.2112,386.1484803188839,2,8.6795,5.3665,613161473715396.9,1.811814146544e-27
Geometry-140-.log,140,1.2240037458,2.9053,426.8061818056655,1,7.3072,5.1299,176539290807069.56,2.457431725296e-27
Geometry-211-.log,211,0.8051812582,3.2584,380.5548735575743,2,8.6795,-4.9397,246271111166544.0,4.600191302512e-27
Geometry-141-.log,141,1.7850971974,3.0271,409.6329820620396,1,7.3072,5.7133,176570126183226.4,2.456435401872e-27
Geometry-401-.log,401,1.7543324513,2.9911,414.56320417237805,1,7.3072,-7.7857,nan,nan
Geometry-142-.log,142,1.4460956321,3.123,397.0541146333653,4,11.7471,5.3921,177266304965988.1,5.011838930528e-27
Geometry-212-.log,212,1.1545761705,3.0863,401.77558889284904,4,11.7471,5.6848,246276121679713.03,4.597534440048e-27
Geometry-143-.log,143,1.7683305133,3.0628,404.85829959514166,4,11.7471,3.6987,178234897438413.97,3.088104452688e-27
Geometry-305-.log,305,1.1278799596,2.8318,437.8840313581468,6,18.2348,4.662,613178445416018.4,1.811814146544e-27
Geometry-144-.log,144,1.460290726,3.0176,410.9225874867445,2,8.6795,-5.4266,178277241925647.06,3.0545615640799995e-27
Geometry-213-.log,213,0.851870735,3.0075,412.3025768911056,5,17.7354,2.4308,249284106031032.84,2.819263182112e-27
Geometry-145-.log,145,1.3346937629,2.9773,416.48473449098174,2,8.6795,-3.386,178284757695400.62,3.141241701968e-27
Geometry-146-.log,146,1.4986683193,3.0845,402.0100502512563,1,7.3072,-4.4532,178753165330643.34,3.2536601949759995e-27
Geometry-214-.log,214,1.3940856607,2.9236,424.134628540156,4,11.7471,4.9668,249404622058309.28,2.9064414817120003e-27
Geometry-147-.log,147,0.9287336048,3.0625,404.8979591836735,3,9.7237,-3.644,178786637818994.4,3.337517416496e-27
Geometry-306-.log,306,1.6120459958,2.9158,425.26922285479117,2,8.6795,4.5921,613183022689327.0,1.811814146544e-27
Geometry-148-.log,148,0.9913717312,2.9695,417.57871695571646,2,8.6795,2.1896,178867371125169.28,2.6940585384960002e-27
Geometry-307-.log,307,1.363411289,3.0659,404.4489383215369,4,11.7471,4.1763,613449484040038.4,1.8250984588639998e-27
Geometry-152-.log,152,0.8269081728,3.0644,404.64691293564806,3,9.7237,-3.8721,184495213422364.9,2.1821143524640002e-27
Geometry-225-.log,225,1.6042769741,3.0762,403.0947272609063,1,7.3072,5.645,259627820719111.6,1.0291854916015997e-26
Geometry-153-.log,153,1.2311170268,3.0242,410.0257919449772,2,8.6795,-4.4303,184504914227936.6,2.18859045472e-27
Geometry-154-.log,154,1.3849888975,3.3203,373.4602294973346,2,8.6795,-3.7988,184542775624439.5,2.18859045472e-27
Geometry-226-.log,226,1.548614949,3.2892,376.9913656816247,1,7.3072,5.889,260713312607804.7,9.113536413231999e-27
Geometry-155-.log,155,1.3623521419,2.7566,449.8295001088297,1,7.3072,-10.0248,185546517035111.38,2.159032859808e-27
Geometry-308-.log,308,1.0793088316,3.076,403.1209362808843,3,9.7237,-4.938,613453213670141.6,1.8250984588639998e-27
Geometry-156-.log,156,1.3755716214,3.2063,386.73860836478184,6,18.2348,4.2852,185596226599972.62,2.16036129104e-27
Geometry-227-.log,227,1.3327803382,3.1195,397.4995992947588,4,11.7471,7.5078,260755242691693.0,9.120344623295999e-27
Geometry-157-.log,157,1.2695317484,3.2085,386.47342995169083,3,9.7237,-3.9418,185610335150211.75,2.161523668368e-27
Geometry-403-.log,403,1.2936192555,2.9518,420.08266142692594,1,7.3072,6.0265,nan,nan
Geometry-158-.log,158,1.3161856931,3.1981,387.7302148150464,2,8.6795,5.19,186139170327733.72,2.118681761136e-27
Geometry-228-.log,228,1.5784650762,2.9287,423.39604602724756,2,8.6795,-10.2873,263376136645930.88,8.571370416672e-27
Geometry-159-.log,159,0.96967921,3.1017,399.7807653867234,1,7.3072,5.848,186192025590712.44,2.123663378256e-27
